name,district,bedroomNum,livingroomNum,bathroomNum,area,type_floorNum,builtYear,direction,distance2SW,price
利泽西园,朝阳,3,2,1,106.2㎡,中层(共24层),2006年建造,南北,距15号线望京步行1.9km,810
前进花园石门苑,顺义,2,1,1,86.7㎡,低层(共6层),2004年建造,南北,距15号线石门步行1.1km,339
彩俸小区(北区),顺义,2,1,1,86㎡,中层(共6层),1994年建造,南北,距15号线俸伯步行1.5km,280
海航国兴城,顺义,2,2,1,84.6㎡,中层(共13层),2014年建造,南北,距15号线后沙峪步行1.4km,370
望京花园东区,朝阳,2,1,1,91.3㎡,低层(共24层),2004年建造,西南,距15号线望京步行1.3km,620
裕龙花园三区,顺义,3,1,1,98.7㎡,中层(共11层),2009年建造,南北,距15号线顺义步行1.9km,465
利泽西园,朝阳,3,1,1,92.9㎡,中层(共7层),2000年建造,南北,距15号线望京步行1.9km,770
南湖东园(二区),朝阳,3,1,1,87㎡,低层(共14层),1997年建造,南北,距15号线望京步行792m,670
华清嘉园,海淀,3,1,1,95㎡,低层(共14层),2002年建造,西北,距15号线清华东路西口步行1.4km,1350
绿港家园4区,顺义,3,2,1,93.5㎡,高层(共15层),2008年建造,南北,距15号线顺义步行1.2km,380
华清嘉园,海淀,2,2,1,96.6㎡,低层(共18层),2002年建造,东南,距15号线清华东路西口步行1.4km,1400
华清嘉园,海淀,2,2,1,96㎡,低层(共20层),2000年建造,东,距15号线清华东路西口步行1.4km,1400
中广宜景湾,朝阳,2,2,1,97㎡,低层(共26层),2010年建造,西南,距15号线望京西步行1.1km,868
红杉一品,顺义,2,1,1,87.6㎡,中层(共20层),2009年建造,南,距15号线石门步行1.5km,412
慧谷阳光,朝阳,3,2,2,126.5㎡,中层(共11层),2008年建造,南北,距15号线望京东步行724m,1280
慧谷阳光,朝阳,3,2,2,147.5㎡,高层(共11层),2004年建造,南北,距15号线望京东步行724m,1380
大西洋新城(C区),朝阳,3,2,1,86.2㎡,中层(共28层),1995年建造,西南,距15号线望京步行1.3km,760
远洋万和城(A区),朝阳,4,2,3,183㎡,低层(共10层),2011年建造,南北,距15号线关庄步行1.4km,1790
前进花园玉兰苑,顺义,4,2,2,148㎡,低层(共6层),2008年建造,南北,距15号线石门步行797m,626
香江花园,朝阳,5,3,4,456㎡,共1层,1999年建造,东南,距15号线马泉营步行1.6km,4800
莱蒙湖,顺义,4,3,4,276㎡,共2层,2014年建造,南北,距15号线国展步行1.4km,960
长岛澜桥,朝阳,5,2,3,372㎡,共4层,2005年建造,南北,距15号线马泉营步行1.9km,2850
竹溪园(别墅),海淀,6,4,4,317.1㎡,共1层,2005年建造,南北,距15号线北沙滩步行2km,5000
莱蒙湖,顺义,5,3,4,274.8㎡,共4层,2003年建造,南北,距15号线国展步行1.4km,980
季景沁园,朝阳,2,2,2,110㎡,低层(共32层),2010年建造,南,距15号线望京西步行479m,995
望京花园东区,朝阳,3,2,2,155㎡,低层(共22层),2002年建造,西南,距15号线望京步行1.3km,1049
望京西园三区,朝阳,3,2,2,153㎡,低层(共24层),2000年建造,南北,距15号线望京步行377m,866
利泽西园,朝阳,2,1,1,71.6㎡,中层(共6层),1998年建造,南北,距15号线望京步行1.9km,630
